sentence,start_index,stop_index
Départ de Saint-Denis pour un voyage direct à Nancy.,"(10, 21)","(46, 51)"
Randonnée de Nanterre jusqu'à Saint-Paul.,"(13, 21)","(30, 40)"
Aventure de Besançon à Poitiers.,"(12, 20)","(23, 31)"
Voyage sans escale de Toulouse à Perpignan.,"(22, 30)","(33, 42)"
Je planifie de me déplacer de Rouen vers Mulhouse.,"(30, 35)","(41, 49)"
Mon voyage débute à Lyon et se termine à Nice.,"(20, 24)","(41, 45)"
Je planifie un trajet de Roubaix à Metz.,"(25, 32)","(35, 39)"
Course rapide de Metz à Nanterre.,"(17, 21)","(24, 32)"
Mon voyage débute à Nanterre et se termine à Clermont-Ferrand.,"(20, 28)","(45, 61)"
Mon intention est de voyager de Angers à Perpignan.,"(32, 38)","(41, 50)"
Promenade depuis Montreuil vers Caen.,"(17, 26)","(32, 36)"
Je dois me déplacer de Saint-Étienne à Avignon.,"(23, 36)","(39, 46)"
Je m'apprête à partir de Tours à Nice.,"(25, 30)","(33, 37)"
Je dois effectuer le trajet de Amiens à Clermont-Ferrand.,"(31, 37)","(40, 56)"
Je dois me déplacer de Strasbourg à Vitry-sur-Seine.,"(23, 33)","(36, 51)"
Mon itinéraire est de Boulogne-Billancourt à Besançon.,"(22, 42)","(45, 53)"
Trajet initial de Toulouse en direction de Perpignan.,"(18, 26)","(43, 52)"
Je compte quitter Brest pour Besançon.,"(18, 23)","(29, 37)"
Je vais de Nantes à Montreuil.,"(11, 17)","(20, 29)"
Je planifie de me déplacer de Le Mans vers Le Havre.,"(30, 37)","(43, 51)"
Je veux aller de Saint-Étienne à Reims.,"(17, 30)","(33, 38)"
Randonnée de Saint-Paul jusqu'à Lyon.,"(13, 23)","(32, 36)"
Course rapide de Caen à Paris.,"(17, 21)","(24, 29)"
Je compte quitter Marseille pour Clermont-Ferrand.,"(18, 27)","(33, 49)"
Je suis en route de Reims vers Nanterre.,"(20, 25)","(31, 39)"
Mon voyage débute à Toulouse et se termine à Limoges.,"(20, 28)","(45, 52)"
Trajet initial de Brest en direction de Toulouse.,"(18, 23)","(40, 48)"
Je pars de Tourcoing pour arriver à Nice.,"(11, 20)","(36, 40)"
Je suis en route de Tours vers Clermont-Ferrand.,"(20, 25)","(31, 47)"
Je veux aller de Rouen à Marseille.,"(17, 22)","(25, 34)"
Je quitte Aix-en-Provence pour Nîmes.,"(10, 25)","(31, 36)"
Je planifie de me déplacer de Tourcoing vers Avignon.,"(30, 39)","(45, 52)"
Je dois me déplacer de Dunkerque à Orléans.,"(23, 32)","(35, 42)"
Je planifie un trajet de Limoges à Boulogne-Billancourt.,"(25, 32)","(35, 55)"
Promenade depuis Tours vers Nice.,"(17, 22)","(28, 32)"
Je planifie un trajet de Amiens à Perpignan.,"(25, 31)","(34, 43)"
Parti de Orléans pour atteindre Le Havre.,"(9, 16)","(32, 40)"
Aventure de Dijon à Lille.,"(12, 17)","(20, 25)"
Départ de Saint-Paul pour un voyage direct à Rennes.,"(10, 20)","(45, 51)"
Départ de Caen pour un voyage direct à Nîmes.,"(10, 14)","(39, 44)"
Odyssée depuis Nice en direction de Annecy.,"(15, 19)","(36, 42)"
Je vais partir de Tourcoing à destination de Nîmes.,"(18, 27)","(45, 50)"
Je commence mon périple à Marseille pour finir à Toulon.,"(26, 35)","(49, 55)"
Départ de Lille à Amiens.,"(10, 15)","(18, 24)"
Trajet initial de Créteil en direction de Tours.,"(18, 25)","(42, 47)"
Je vais partir de Reims à destination de Angers.,"(18, 23)","(41, 47)"
Je souhaite me rendre de Créteil à Metz.,"(25, 32)","(35, 39)"
Je souhaite me rendre de Le Havre à Rennes.,"(25, 33)","(36, 42)"
Je prévois de voyager de Angers à Roubaix.,"(25, 31)","(34, 41)"
Parti de Marseille pour atteindre Montpellier.,"(9, 18)","(34, 45)"
Je veux aller de Poitiers à Saint-Étienne.,"(17, 25)","(28, 41)"
Voyage sans escale de Avignon à Rouen.,"(22, 29)","(32, 37)"
Trajet initial de Tourcoing en direction de Perpignan.,"(18, 27)","(44, 53)"
Il est prévu que je me rende de Brest à Nice.,"(32, 37)","(40, 44)"
Course rapide de Mulhouse à Saint-Paul.,"(17, 25)","(28, 38)"
Mon voyage débute à Argenteuil et se termine à Vitry-sur-Seine.,"(20, 30)","(47, 62)"
Je prévois de voyager de Argenteuil à Caen.,"(25, 35)","(38, 42)"
Je prévois de voyager de Clermont-Ferrand à Le Mans.,"(25, 41)","(44, 51)"
Je veux aller de Nanterre à Montpellier.,"(17, 25)","(28, 39)"
Odyssée depuis Nîmes en direction de Rouen.,"(15, 20)","(37, 42)"
Aventure de Nanterre à Rennes.,"(12, 20)","(23, 29)"
Je prévois de voyager de Villeurbanne à Tours.,"(25, 37)","(40, 45)"
Odyssée depuis Tours en direction de Roubaix.,"(15, 20)","(37, 44)"
Je compte quitter Roubaix pour Nîmes.,"(18, 25)","(31, 36)"
Escapade de Reims à Nouméa.,"(12, 17)","(20, 26)"
Escapade de Montreuil à Villeurbanne.,"(12, 21)","(24, 36)"
Mon itinéraire est de Amiens à Nanterre.,"(22, 28)","(31, 39)"
Je veux aller de Tourcoing à Annecy.,"(17, 26)","(29, 35)"
Aventure de Nouméa à Orléans.,"(12, 18)","(21, 28)"
Je dois me déplacer de Limoges à Brest.,"(23, 30)","(33, 38)"
Je planifie de me déplacer de Perpignan vers Dunkerque.,"(30, 39)","(45, 54)"
Je veux aller de Clermont-Ferrand à Besançon.,"(17, 33)","(36, 44)"
Départ de Roubaix pour un voyage direct à Saint-Paul.,"(10, 17)","(42, 52)"
Parti de Perpignan pour atteindre Nancy.,"(9, 18)","(34, 39)"
Parti de Avignon pour atteindre Montreuil.,"(9, 16)","(32, 41)"
Mon itinéraire est de Lyon à Saint-Étienne.,"(22, 26)","(29, 42)"
Je dois me déplacer de Tourcoing à Créteil.,"(23, 32)","(35, 42)"
Je commence mon périple à Poitiers pour finir à Marseille.,"(26, 34)","(48, 57)"
Je vais de Créteil à Saint-Denis.,"(11, 18)","(21, 32)"
Je projette de quitter Argenteuil pour Le Havre.,"(23, 33)","(39, 47)"
Odyssée depuis Toulon en direction de Nantes.,"(15, 21)","(38, 44)"
J'envisage un déplacement de Villeurbanne à Nîmes.,"(29, 41)","(44, 49)"
Je commence mon périple à Nantes pour finir à Saint-Denis.,"(26, 32)","(46, 57)"
Mon départ est prévu de Argenteuil à destination de Aix-en-Provence.,"(24, 34)","(52, 67)"
Je dois effectuer le trajet de Villeurbanne à Saint-Denis.,"(31, 43)","(46, 57)"
Je quitte Boulogne-Billancourt pour Nantes.,"(10, 30)","(36, 42)"
Odyssée depuis Nanterre en direction de Perpignan.,"(15, 23)","(40, 49)"
Je m'apprête à partir de Le Mans à Annecy.,"(25, 32)","(35, 41)"
Voyage sans escale de Nîmes à Limoges.,"(22, 27)","(30, 37)"
Voyage sans escale de Dunkerque à Nancy.,"(22, 31)","(34, 39)"
Je suis en route de Lyon vers Toulon.,"(20, 24)","(30, 36)"
Voyage sans escale de Reims à Bordeaux.,"(22, 27)","(30, 38)"
Course rapide de Dijon à Lyon.,"(17, 22)","(25, 29)"
Je m'apprête à partir de Rennes à Clermont-Ferrand.,"(25, 31)","(34, 50)"
Je pars de Roubaix pour arriver à Aix-en-Provence.,"(11, 18)","(34, 49)"
Je planifie de me déplacer de Orléans vers Dunkerque.,"(30, 37)","(43, 52)"
Trajet initial de Caen en direction de Boulogne-Billancourt.,"(18, 22)","(39, 59)"
Je projette de quitter Boulogne-Billancourt pour Vitry-sur-Seine.,"(23, 43)","(49, 64)"
Mon départ est prévu de Tourcoing à destination de Aix-en-Provence.,"(24, 33)","(51, 66)"
Je prévois de voyager de Nîmes à Nanterre.,"(25, 30)","(33, 41)"
Je souhaite me rendre de Nîmes à Saint-Paul.,"(25, 30)","(33, 43)"
Je dois me déplacer de Strasbourg à Limoges.,"(23, 33)","(36, 43)"
Mon itinéraire est de Strasbourg à Brest.,"(22, 32)","(35, 40)"
Je suis en route de Saint-Étienne vers Créteil.,"(20, 33)","(39, 46)"
Je planifie de me déplacer de Roubaix vers Lille.,"(30, 37)","(43, 48)"
Je planifie de me déplacer de Marseille vers Tourcoing.,"(30, 39)","(45, 54)"
Aventure de Aix-en-Provence à Reims.,"(12, 27)","(30, 35)"
Je pars de Le Havre pour arriver à Montpellier.,"(11, 19)","(35, 46)"
Randonnée de Brest jusqu'à Créteil.,"(13, 18)","(27, 34)"
Je dois me déplacer de Paris à Lille.,"(23, 28)","(31, 36)"
Je pars de Paris pour arriver à Tourcoing.,"(11, 16)","(32, 41)"
Parti de Nice pour atteindre Paris.,"(9, 13)","(29, 34)"
Je compte quitter Grenoble pour Rouen.,"(18, 26)","(32, 37)"
Aventure de Nice à Le Havre.,"(12, 16)","(19, 27)"
Trajet initial de Amiens en direction de Montpellier.,"(18, 24)","(41, 52)"
Trajet initial de Brest en direction de Caen.,"(18, 23)","(40, 44)"
Mon départ est prévu de Mulhouse à destination de Nouméa.,"(24, 32)","(50, 56)"
Départ de Le Havre à Nîmes.,"(10, 18)","(21, 26)"
Course rapide de Annecy à Caen.,"(17, 23)","(26, 30)"
Je m'apprête à partir de Lyon à Perpignan.,"(25, 29)","(32, 41)"
Périples de Bordeaux à Avignon.,"(12, 20)","(23, 30)"
J'envisage un déplacement de Le Mans à Saint-Denis.,"(29, 36)","(39, 50)"
Je compte quitter Dijon pour Aix-en-Provence.,"(18, 23)","(29, 44)"
Mon voyage débute à Paris et se termine à Créteil.,"(20, 25)","(42, 49)"
Je vais de Clermont-Ferrand à Nancy.,"(11, 27)","(30, 35)"
Promenade depuis Poitiers vers Reims.,"(17, 25)","(31, 36)"
Je planifie de me déplacer de Dijon vers Perpignan.,"(30, 35)","(41, 50)"
Course rapide de Saint-Paul à Aix-en-Provence.,"(17, 27)","(30, 45)"
Aventure de Vitry-sur-Seine à Grenoble.,"(12, 27)","(30, 38)"
Je commence mon périple à Grenoble pour finir à Montreuil.,"(26, 34)","(48, 57)"
Mon départ est prévu de Aix-en-Provence à destination de Dijon.,"(24, 39)","(57, 62)"
Escapade de Tours à Nîmes.,"(12, 17)","(20, 25)"
Je dois me déplacer de Limoges à Dunkerque.,"(23, 30)","(33, 42)"
Je commence mon périple à Villeurbanne pour finir à Metz.,"(26, 38)","(52, 56)"
Je planifie un trajet de Besançon à Argenteuil.,"(25, 33)","(36, 46)"
Départ de Perpignan à Lyon.,"(10, 19)","(22, 26)"
Je veux aller de Saint-Denis à Villeurbanne.,"(17, 28)","(31, 43)"
Mon voyage débute à Brest et se termine à Nice.,"(20, 25)","(42, 46)"
Je dois me déplacer de Montreuil à Clermont-Ferrand.,"(23, 32)","(35, 51)"
Trajet initial de Saint-Denis en direction de Reims.,"(18, 29)","(46, 51)"
Je compte quitter Argenteuil pour Strasbourg.,"(18, 28)","(34, 44)"
Je projette de quitter Dunkerque pour Nice.,"(23, 32)","(38, 42)"
J'envisage un déplacement de Strasbourg à Villeurbanne.,"(29, 39)","(42, 54)"
Promenade depuis Clermont-Ferrand vers Annecy.,"(17, 33)","(39, 45)"
Voyage sans escale de Rouen à Toulon.,"(22, 27)","(30, 36)"
Départ de Orléans pour un voyage direct à Le Mans.,"(10, 17)","(42, 49)"
Aventure de Reims à Tours.,"(12, 17)","(20, 25)"
Je planifie un trajet de Angers à Nancy.,"(25, 31)","(34, 39)"
Je prévois de voyager de Montreuil à Caen.,"(25, 34)","(37, 41)"
Voyage sans escale de Marseille à Rouen.,"(22, 31)","(34, 39)"
Course rapide de Montpellier à Avignon.,"(17, 28)","(31, 38)"
Course rapide de Annecy à Toulon.,"(17, 23)","(26, 32)"
Parti de Marseille pour atteindre Le Mans.,"(9, 18)","(34, 41)"
Aventure de Saint-Denis à Marseille.,"(12, 23)","(26, 35)"
Je commence mon périple à Clermont-Ferrand pour finir à Montpellier.,"(26, 42)","(56, 67)"
Il est prévu que je me rende de Tours à Angers.,"(32, 37)","(40, 46)"
Je souhaite me rendre de Dijon à Toulouse.,"(25, 30)","(33, 41)"
Je planifie de me déplacer de Le Mans vers Poitiers.,"(30, 37)","(43, 51)"
Je compte quitter Marseille pour Tourcoing.,"(18, 27)","(33, 42)"
Aventure de Grenoble à Metz.,"(12, 20)","(23, 27)"
Course rapide de Metz à Lille.,"(17, 21)","(24, 29)"
Périples de Mulhouse à Nantes.,"(12, 20)","(23, 29)"
Il est prévu que je me rende de Caen à Grenoble.,"(32, 36)","(39, 47)"
Je m'apprête à partir de Tourcoing à Paris.,"(25, 34)","(37, 42)"
Je projette de quitter Saint-Étienne pour Tours.,"(23, 36)","(42, 47)"
Départ de Brest pour un voyage direct à Montreuil.,"(10, 15)","(40, 49)"
Je dois me déplacer de Nice à Rouen.,"(23, 27)","(30, 35)"
Départ de Amiens pour un voyage direct à Saint-Denis.,"(10, 16)","(41, 52)"
Il est prévu que je me rende de Lille à Saint-Denis.,"(32, 37)","(40, 51)"
Odyssée depuis Argenteuil en direction de Caen.,"(15, 25)","(42, 46)"
Je compte quitter Poitiers pour Le Mans.,"(18, 26)","(32, 39)"
Randonnée de Villeurbanne jusqu'à Perpignan.,"(13, 25)","(34, 43)"
J'envisage un déplacement de Rennes à Nouméa.,"(29, 35)","(38, 44)"
Départ de Orléans à Nantes.,"(10, 17)","(20, 26)"
Je compte quitter Vitry-sur-Seine pour Poitiers.,"(18, 33)","(39, 47)"
Promenade depuis Lille vers Orléans.,"(17, 22)","(28, 35)"
Escapade de Paris à Bordeaux.,"(12, 17)","(20, 28)"
Je projette de quitter Clermont-Ferrand pour Grenoble.,"(23, 39)","(45, 53)"
Mon intention est de voyager de Marseille à Saint-Étienne.,"(32, 41)","(44, 57)"
Randonnée de Tourcoing jusqu'à Lyon.,"(13, 22)","(31, 35)"
Je planifie un trajet de Mulhouse à Nîmes.,"(25, 33)","(36, 41)"
Course rapide de Angers à Montreuil.,"(17, 23)","(26, 35)"
Course rapide de Nantes à Besançon.,"(17, 23)","(26, 34)"
Je suis en route de Perpignan vers Clermont-Ferrand.,"(20, 29)","(35, 51)"
Je prévois de voyager de Vitry-sur-Seine à Saint-Denis.,"(25, 40)","(43, 54)"
Je m'apprête à partir de Metz à Le Havre.,"(25, 29)","(32, 40)"
Je commence mon périple à Orléans pour finir à Clermont-Ferrand.,"(26, 33)","(47, 63)"
Odyssée depuis Vitry-sur-Seine en direction de Lyon.,"(15, 30)","(47, 51)"
Il est prévu que je me rende de Nantes à Tours.,"(32, 38)","(41, 46)"
Mon voyage débute à Perpignan et se termine à Lille.,"(20, 29)","(46, 51)"
Trajet initial de Créteil en direction de Nancy.,"(18, 25)","(42, 47)"
Aventure de Roubaix à Dijon.,"(12, 19)","(22, 27)"
Aventure de Angers à Metz.,"(12, 18)","(21, 25)"
Course rapide de Boulogne-Billancourt à Montreuil.,"(17, 37)","(40, 49)"
J'envisage un déplacement de Créteil à Marseille.,"(29, 36)","(39, 48)"
Je prévois de voyager de Strasbourg à Clermont-Ferrand.,"(25, 35)","(38, 54)"
Je vais partir de Bordeaux à destination de Rennes.,"(18, 26)","(44, 50)"
Je pars de Nouméa pour arriver à Montpellier.,"(11, 17)","(33, 44)"
Départ de Nice à Villeurbanne.,"(10, 14)","(17, 29)"
Je planifie de me déplacer de Dunkerque vers Saint-Étienne.,"(30, 39)","(45, 58)"
Parti de Lyon pour atteindre Montpellier.,"(9, 13)","(29, 40)"
Randonnée de Grenoble jusqu'à Nouméa.,"(13, 21)","(30, 36)"
Départ de Besançon pour un voyage direct à Nantes.,"(10, 18)","(43, 49)"
Je compte quitter Brest pour Besançon.,"(18, 23)","(29, 37)"
J'envisage un déplacement de Nanterre à Reims.,"(29, 37)","(40, 45)"
Promenade depuis Lyon vers Limoges.,"(17, 21)","(27, 34)"
Escapade de Montreuil à Caen.,"(12, 21)","(24, 28)"
Voyage sans escale de Poitiers à Clermont-Ferrand.,"(22, 30)","(33, 49)"
Parti de Nancy pour atteindre Le Mans.,"(9, 14)","(30, 37)"
Il est prévu que je me rende de Nouméa à Avignon.,"(32, 38)","(41, 48)"
Il est prévu que je me rende de Rouen à Angers.,"(32, 37)","(40, 46)"
Je dois me déplacer de Toulon à Bordeaux.,"(23, 29)","(32, 40)"
Je prévois de voyager de Nantes à Argenteuil.,"(25, 31)","(34, 44)"
Je vais de Saint-Étienne à Bordeaux.,"(11, 24)","(27, 35)"
Escapade de Paris à Villeurbanne.,"(12, 17)","(20, 32)"
Il est prévu que je me rende de Roubaix à Nancy.,"(32, 39)","(42, 47)"
Course rapide de Lyon à Roubaix.,"(17, 21)","(24, 31)"
Je planifie de me déplacer de Limoges vers Bordeaux.,"(30, 37)","(43, 51)"
Mon voyage débute à Nanterre et se termine à Tourcoing.,"(20, 28)","(45, 54)"
Périples de Aix-en-Provence à Montreuil.,"(12, 27)","(30, 39)"
Voyage sans escale de Lyon à Vitry-sur-Seine.,"(22, 26)","(29, 44)"
Mon itinéraire est de Saint-Étienne à Rouen.,"(22, 35)","(38, 43)"
Je quitte Orléans pour Annecy.,"(10, 17)","(23, 29)"
Je quitte Angers pour Montreuil.,"(10, 16)","(22, 31)"
Je vais partir de Montreuil à destination de Poitiers.,"(18, 27)","(45, 53)"
Je suis en route de Aix-en-Provence vers Toulouse.,"(20, 35)","(41, 49)"
J'envisage un déplacement de Orléans à Lyon.,"(29, 36)","(39, 43)"
Périples de Rouen à Marseille.,"(12, 17)","(20, 29)"
Je veux aller de Le Havre à Dunkerque.,"(17, 25)","(28, 37)"
J'envisage un déplacement de Boulogne-Billancourt à Saint-Paul.,"(29, 49)","(52, 62)"
Je m'apprête à partir de Avignon à Poitiers.,"(25, 32)","(35, 43)"
Aventure de Dunkerque à Saint-Denis.,"(12, 21)","(24, 35)"
Je suis en route de Lille vers Rouen.,"(20, 25)","(31, 36)"
Je m'apprête à partir de Lille à Roubaix.,"(25, 30)","(33, 40)"
Mon itinéraire est de Saint-Denis à Nouméa.,"(22, 33)","(36, 42)"
Il est prévu que je me rende de Nantes à Perpignan.,"(32, 38)","(41, 50)"
Parti de Montpellier pour atteindre Rouen.,"(9, 20)","(36, 41)"
Je pars de Annecy pour arriver à Poitiers.,"(11, 17)","(33, 41)"
Je planifie un trajet de Villeurbanne à Besançon.,"(25, 37)","(40, 48)"
Départ de Montpellier pour un voyage direct à Aix-en-Provence.,"(10, 21)","(46, 61)"
Je m'apprête à partir de Marseille à Rennes.,"(25, 34)","(37, 43)"
Course rapide de Lille à Nancy.,"(17, 22)","(25, 30)"
Je vais partir de Nice à destination de Tourcoing.,"(18, 22)","(40, 49)"
Je prévois de voyager de Nanterre à Montreuil.,"(25, 33)","(36, 45)"
Course rapide de Créteil à Avignon.,"(17, 24)","(27, 34)"
Je compte quitter Aix-en-Provence pour Amiens.,"(18, 33)","(39, 45)"
Mon départ est prévu de Le Havre à destination de Le Mans.,"(24, 32)","(50, 57)"
Départ de Angers à Besançon.,"(10, 16)","(19, 27)"
Je dois effectuer le trajet de Rennes à Besançon.,"(31, 37)","(40, 48)"
Je commence mon périple à Reims pour finir à Limoges.,"(26, 31)","(45, 52)"
Périples de Grenoble à Metz.,"(12, 20)","(23, 27)"
Parti de Saint-Paul pour atteindre Bordeaux.,"(9, 19)","(35, 43)"
Aventure de Limoges à Metz.,"(12, 19)","(22, 26)"
Je vais de Saint-Paul à Caen.,"(11, 21)","(24, 28)"
Périples de Tourcoing à Nouméa.,"(12, 21)","(24, 30)"
Aventure de Nantes à Villeurbanne.,"(12, 18)","(21, 33)"
Randonnée de Montpellier jusqu'à Metz.,"(13, 24)","(33, 37)"
Je souhaite me rendre de Roubaix à Reims.,"(25, 32)","(35, 40)"
J'envisage un déplacement de Lille à Reims.,"(29, 34)","(37, 42)"
Mon départ est prévu de Tourcoing à destination de Nice.,"(24, 33)","(51, 55)"
Je dois effectuer le trajet de Rouen à Nîmes.,"(31, 36)","(39, 44)"
Mon voyage débute à Rouen et se termine à Vitry-sur-Seine.,"(20, 25)","(42, 57)"
Périples de Nîmes à Bordeaux.,"(12, 17)","(20, 28)"
Mon itinéraire est de Aix-en-Provence à Argenteuil.,"(22, 37)","(40, 50)"
Mon départ est prévu de Nice à destination de Bordeaux.,"(24, 28)","(46, 54)"
Il est prévu que je me rende de Clermont-Ferrand à Amiens.,"(32, 48)","(51, 57)"
Je vais de Vitry-sur-Seine à Villeurbanne.,"(11, 26)","(29, 41)"
Escapade de Rennes à Besançon.,"(12, 18)","(21, 29)"
Départ de Limoges pour un voyage direct à Marseille.,"(10, 17)","(42, 51)"
Je m'apprête à partir de Vitry-sur-Seine à Poitiers.,"(25, 40)","(43, 51)"
Je projette de quitter Tourcoing pour Lille.,"(23, 32)","(38, 43)"
Odyssée depuis Le Mans en direction de Perpignan.,"(15, 22)","(39, 48)"
Je suis en route de Poitiers vers Toulouse.,"(20, 28)","(34, 42)"
Escapade de Angers à Paris.,"(12, 18)","(21, 26)"
Je projette de quitter Nouméa pour Rouen.,"(23, 29)","(35, 40)"
Départ de Le Mans pour un voyage direct à Marseille.,"(10, 17)","(42, 51)"
Promenade depuis Le Mans vers Roubaix.,"(17, 24)","(30, 37)"
Je suis en route de Avignon vers Nancy.,"(20, 27)","(33, 38)"
Je planifie un trajet de Tourcoing à Clermont-Ferrand.,"(25, 34)","(37, 53)"
Je quitte Dunkerque pour Lyon.,"(10, 19)","(25, 29)"
Je souhaite me rendre de Vitry-sur-Seine à Roubaix.,"(25, 40)","(43, 50)"
Parti de Angers pour atteindre Annecy.,"(9, 15)","(31, 37)"
Escapade de Metz à Mulhouse.,"(12, 16)","(19, 27)"
Je suis en route de Nouméa vers Dijon.,"(20, 26)","(32, 37)"
Trajet initial de Avignon en direction de Reims.,"(18, 25)","(42, 47)"
Mon départ est prévu de Saint-Denis à destination de Nîmes.,"(24, 35)","(53, 58)"
Voyage sans escale de Mulhouse à Le Havre.,"(22, 30)","(33, 41)"
Je vais partir de Saint-Denis à destination de Clermont-Ferrand.,"(18, 29)","(47, 63)"
Périples de Caen à Besançon.,"(12, 16)","(19, 27)"
Randonnée de Toulon jusqu'à Nancy.,"(13, 19)","(28, 33)"
Je dois me déplacer de Nouméa à Toulon.,"(23, 29)","(32, 38)"
Aventure de Grenoble à Bordeaux.,"(12, 20)","(23, 31)"
Je suis en route de Limoges vers Perpignan.,"(20, 27)","(33, 42)"
Course rapide de Rennes à Nice.,"(17, 23)","(26, 30)"
Je dois me déplacer de Saint-Denis à Aix-en-Provence.,"(23, 34)","(37, 52)"
Je veux aller de Dunkerque à Strasbourg.,"(17, 26)","(29, 39)"
